author,year,volume
"Wim J. Timmermans, William P. Kustas, Martha C. Anderson, Andrew N. French",2007,108
"B.W. Heumann, J.W. Seaquist, L. Eklundh, P. Jönsson",2007,108
"N. Chrysoulakis, I. Herlin, P. Prastacos, H. Yahia, ... C. Cartalis",2007,108
Louis Giglio,2007,108
"Angela De Santis, Emilio Chuvieco",2007,108
"Frédéric Mélin, Giuseppe Zibordi, Samuel Djavidnia",2007,108
"David J. Briggs, John Gulliver, Daniela Fecht, Danielle M. Vienneau",2007,108
"Peter R. Robichaud, Sarah A. Lewis, Denise Y.M. Laes, Andrew T. Hudak, ... Joseph A. Zamudio",2007,108
"Jean-Michel Martinez, Thuy Le Toan",2007,108
"H. Balzter, C.S. Rowland, P. Saich",2007,108
"Alexei V. Kouraev, Sergei V. Semovski, Michail N. Shimaraev, Nelly M. Mognard, ... Frédérique Remy",2007,108
"Scott Goetz, Daniel Steinberg, Ralph Dubayah, Bryan Blair",2007,108
"Md. Nazrul Islam, Hiroshi Uyeda",2007,108
"P. Tizzani, P. Berardino, F. Casu, P. Euillades, ... R. Lanari",2007,108
"Brian D. Wardlow, Stephen L. Egbert, Jude H. Kastens",2007,108
"Zhenglong Li, Jun Li, W. Paul Menzel, Timothy J. Schmit, Steven A. Ackerman",2007,108
"Etienne Berthier, Yves Arnaud, Rajesh Kumar, Sarfaraz Ahmad, ... Pierre Chevallier",2007,108
"Vern C. Vanderbilt, Shruti Khanna, Susan L. Ustin",2007,109
"J.P. Grant, J.-P. Wigneron, A.A. Van de Griend, A. Kruszewski, ... N. Skou",2007,109
"Riccardo Lanari, Francesco Casu, Mariarosaria Manzo, Paul Lundgren",2007,109
"Martijn de Ruyter de Wildt, Gabriela Seiz, Armin Gruen",2007,109
"K. Saleh, J.-P. Wigneron, P. Waldteufel, P. de Rosnay, ... Y.H. Kerr",2007,109
"Luis Guanter, Víctor Estellés, Jose Moreno",2007,109
"Jay D. Miller, Andrea E. Thode",2007,109
"Jan Pisek, Jing M. Chen",2007,109
"Richard Smith, Matthew Adams, Stefan Maier, Ronald Craig, ... Ian Maling",2007,109
"Didier Combes, Laurent Bousquet, Stéphane Jacquemoud, Hervé Sinoquet, ... Ismaël Moya",2007,109
"N. Li, S.P. Shang, S.L. Shang, C.Y. Zhang",2007,109
"Laurent Bousquet, Sophie Lachérade, Stéphane Jacquemoud, Ismaël Moya",2007,109
"G.Z. Sass, I.F. Creed, S.E. Bayley, K.J. Devito",2007,109
"John F. Weishampel, Jason B. Drake, Amanda Cooper, J. Bryan Blair, Michelle Hofton",2007,109
"Shruti Khanna, Alicia Palacios-Orueta, Michael L. Whiting, Susan L. Ustin, ... Javier Litago",2007,109
"Wout Verhoef, Heike Bach",2007,109
"Claudia Giardino, Vittorio E. Brando, Arnold G. Dekker, Niklas Strömbeck, Gabriele Candiani",2007,109
"P. Lewis, M. Disney",2007,109
"Zhiqiang Chen, Chuanmin Hu, Frank Muller-Karger",2007,109
Pauline Stenberg,2007,109
"Inga P. La Puma, Thomas E. Philippi, Steven F. Oberbauer",2007,109
"Yuki Hamada, Douglas A. Stow, Lloyd L. Coulter, Jim C. Jafolla, Leif W. Hendricks",2007,109
"Zhiqiang Chen, Frank E. Muller-Karger, Chuanmin Hu",2007,109
"Jeremy I. Fisher, John F. Mustard",2007,109
"Tatsuro Nakaji, Reiko Ide, Hiroyuki Oguma, Nobuko Saigusa, Yasumi Fujinuma",2007,109
"Pascal Lacroix, Benoit Legrésy, Richard Coleman, Monique Dechambre, Frédérique Rémy",2007,109
"Toshihiro Sakamoto, Nhan Van Nguyen, Akihiko Kotera, Hiroyuki Ohno, ... Masayuki Yokozawa",2007,109
"Izaya Numata, Dar A. Roberts, Oliver A. Chadwick, Josh Schimel, ... João V. Soares",2007,109
"Petteri Packalén, Matti Maltamo",2007,109
"O. Sonnentag, J.M. Chen, D.A. Roberts, J. Talbot, ... A. Govind",2007,109
"Cristiana Bassani, Rosa Maria Cavalli, Francesco Cavalcante, Vincenzo Cuomo, ... Stefano Pignatti",2007,109
"Christophe Proisy, Pierre Couteron, François Fromard",2007,109
"Soushi Kato, Yasushi Yamaguchi",2007,110
"A. Koltunov, S.L. Ustin",2007,110
"Kasper Johansen, Nicholas C. Coops, Sarah E. Gergel, Yulia Stange",2007,110
"Bertrand Lubac, Hubert Loisel",2007,110
"J. Farifteh, F. Van der Meer, C. Atzberger, E.J.M. Carranza",2007,110
"Joseph A. Santanello, Christa D. Peters-Lidard, Matthew E. Garcia, David M. Mocko, ... D.P. Thoma",2007,110
"Ross F. Nelson, Peter Hyde, Patrick Johnson, Bomono Emessiene, ... Wilson Edwards",2007,110
"Feihua Yang, Kazuhito Ichii, Michael A. White, Hirofumi Hashimoto, ... Ramakrishna R. Nemani",2007,110
"Michael A. Wulder, Tian Han, Joanne C. White, Tatsuo Sweda, Hayato Tsuzuki",2007,110
"Beatriz Ribeiro da Luz, James K. Crowley",2007,109
"M. Kalacska, S. Bohlman, G.A. Sanchez-Azofeifa, K. Castro-Esau, T. Caelli",2007,109
"Michael Sprintsin, Arnon Karnieli, Pedro Berliner, Eyal Rotenberg, ... Shabtai Cohen",2007,109
"T. Loboda, K.J. O'Neal, I. Csiszar",2007,109
"Eileen L. Peñaflor, Cesar L. Villanoy, Cho-Teng Liu, Laura T. David",2007,109
"S. Magnussen, E. Næsset, M.A. Wulder",2007,109
"Anatoly A. Gitelson, John F. Schalles, Christine M. Hladik",2007,109
"F. Baup, E. Mougin, P. de Rosnay, F. Timouk, I. Chênerie",2007,109
"Wayne S. Walker, Josef M. Kellndorfer, Elizabeth LaPoint, Michael Hoppus, James Westfall",2007,109
"J.M. Nightingale, N.C. Coops, R.H. Waring, W.W. Hargrove",2007,109
"Philip E. Dennison, Dar A. Roberts, Seth H. Peterson",2007,109
"M. Guglielmetti, M. Schwank, C. Mätzler, C. Oberdörster, ... H. Flühler",2007,109
"J.A. Sobrino, M. Gómez, J.C. Jiménez-Muñoz, A. Olioso",2007,110
"Wei Shi, Menghua Wang",2007,110
"César Coll, Vicente Caselles, Enric Valor, Raquel Niclòs, ... Maria Mira",2007,110
Matti Mõttus,2007,110
"Jianping Huang, Jinming Ge, Fuzhong Weng",2007,110
"Frédéric Mélin, Giuseppe Zibordi, Jean-François Berthon",2007,110
"Ofer Beeri, Rebecca Phillips, John Hendrickson, Albert B. Frank, Scott Kronberg",2007,110
"Steven Sadro, Mary Gastil-Buhl, John Melack",2007,110
"Pontus Olofsson, Lars Eklundh",2007,110
"Pontus Olofsson, Patrick E. Van Laake, Lars Eklundh",2007,110
"Simon Stisen, Inge Sandholt, Anette Nørgaard, Rasmus Fensholt, Lars Eklundh",2007,110
"Frédéric Baret, Olivier Hagolle, Bernhard Geiger, Patrice Bicheron, ... Marc Leroy",2007,110
"D.M. Rogge, B. Rivard, J. Zhang, A. Sanchez, ... J. Feng",2007,110
"S. Stramondo, M. Saroli, C. Tolomei, M. Moro, ... E. Boschi",2007,110
"Marie Weiss, Frédéric Baret, Sébastien Garrigues, Roselyne Lacaze",2007,110
"Miina Rautiainen, Juha Suomalainen, Matti Mõttus, Pauline Stenberg, ... Terhikki Manninen",2007,110
"Xianfeng Chen, Timothy A. Warner, David J. Campagna",2007,110
"Erik Næsset, Ross Nelson",2007,110
"Robert E. Kennedy, Warren B. Cohen, Todd A. Schroeder",2007,110
"Raimundo Almeida-Filho, Fernando P. Miranda",2007,110
"P.M. Teillet, G. Fedosejevs, K.J Thome, John L. Barker",2007,110
"Jerome Vidot, Richard Santer, Didier Ramon",2007,111
"Edward W. Bork, Jason G. Su",2007,111
"Watson W. Gregg, Nancy W. Casey",2007,111
"Yanfei Wang, Xiaowen Li, Zuhair Nashed, Feng Zhao, ... Hao Zhang",2007,111
"Simon Bélanger, Jens K. Ehn, Marcel Babin",2007,111
"André Morel, Yannick Huot, Bernard Gentili, P. Jeremy Werdell, ... Bryan A. Franz",2007,111
"Daphne van der Wal, Peter M.J. Herman",2007,111
"Raquel Niclòs, Vicente Caselles, César Coll, Enric Valor",2007,111
"Yongxin Deng, Xianfeng Chen, Emilio Chuvieco, Timothy Warner, John P. Wilson",2007,111
"Guillem Sòria, José A. Sobrino",2007,111
Duccio Rocchini,2007,111
"Hongbin Yu, Rong Fu, Robert E. Dickinson, Yan Zhang, ... Hui Wang",2007,111
"Robert Frouin, Bruno Pelletier",2007,111
"Ronald E. McRoberts, Erkki O. Tomppo, Andrew O. Finley, Juha Heikkinen",2007,111
"N.R. Goodwin, N.C. Coops, D.S. Culvenor",2007,111
"Alex C. Lee, Richard M. Lucas",2007,111
"Qiaozhen Mu, Faith Ann Heinsch, Maosheng Zhao, Steven W. Running",2007,111
"Uta Heiden, Karl Segl, Sigrid Roessner, Hermann Kaufmann",2007,111
"Abdelaziz Kallel, Sylvie Le Hégarat-Mascle, Catherine Ottlé, Laurence Hubert-Moy",2007,111
"Zbyněk Malenovský, Emmanuel Martin, Lucie Homolová, Jean-Philippe Gastellu-Etchegorry, ... Pavel Cudlín",2008,112
"Mark Chopping, Lihong Su, Albert Rango, John V. Martonchik, ... Andrea Laliberte",2008,112
"Dong Huang, Yuri Knyazikhin, Weile Wang, Donald W. Deering, ... Ranga B. Myneni",2008,112
"Andres Kuusk, Tiit Nilson, Markko Paas, Mait Lang, Joel Kuusk",2008,112
Zhengming Wan,2008,112
"Hongliang Fang, Shunlin Liang, John R. Townshend, Robert E. Dickinson",2008,112
"Yanjuan Yao, Qinhuo Liu, Qiang Liu, Xiaowen Li",2008,112
"G. Sun, K.J. Ranson, D.S. Kimes, J.B. Blair, K. Kovacs",2008,112
"Lorenzo Busetto, Michele Meroni, Roberto Colombo",2008,112
"Virginia Venturini, Shafiqul Islam, Leticia Rodriguez",2008,112
"Hirofumi Hashimoto, Jennifer L. Dungan, Michael A. White, Feihua Yang, ... Ramakrishna R. Nemani",2008,112
"Y. Inoue, J. Peñuelas, A. Miyata, M. Mano",2008,112
"Hideki Kobayashi, Hironobu Iwabuchi",2008,112
"Rasmus Houborg, Eva Boegh",2008,112
"M. Trombetti, D. Riaño, M.A. Rubio, Y.B. Cheng, S.L. Ustin",2008,112
"S. Garrigues, D. Allard, F. Baret, J. Morisette",2008,112
Alexander Loew,2008,112
"M. Schroedter-Homscheidt, A. Drews, S. Heise",2008,112
"Achim Röder, Joachim Hill, Beatriz Duguy, José Antonio Alloza, Ramon Vallejo",2008,112
"Muge Mutlu, Sorin C. Popescu, Curt Stripling, Tom Spencer",2008,112
"Magdeline Laba, Roger Downs, Stephen Smith, Sabrina Welsh, ... Philippe Baveye",2008,112
"Yonghua Qu, Jindi Wang, Huawei Wan, Xiaowen Li, Guoqing Zhou",2008,112
"Wenhui Wang, Shunlin Liang, Tilden Meyers",2008,112
"Tazio Strozzi, Alexei Kouraev, Andreas Wiesmann, Urs Wegmüller, ... Charles Werner",2008,112
Vesa Laine,2008,112
"Donald C. Pierson, Susanne Kratzer, Niklas Strömbeck, Bertil Håkansson",2008,112
"Shimon Wdowinski, Sang-Wan Kim, Falk Amelung, Timothy H. Dixon, ... Roy Sonenshein",2008,112
"Xuehua Fan, Philippe Goloub, Jean-Luc Deuzé, Hongbin Chen, ... Zhengqiang Li",2008,112
"F. Javier Lozano, S. Suárez-Seoane, M. Kelly, E. Luis",2008,112
"Souhail Boussetta, Toshio Koike, Kun Yang, Tobias Graf, Mahadevan Pathmathevan",2008,112
"Daniel J. Hayes, Warren B. Cohen, Steven A. Sader, Daniel E. Irwin",2008,112
"U. Amato, A. Antoniadis, V. Cuomo, L. Cutillo, ... C. Serio",2008,112
"Sorin C. Popescu, Kaiguang Zhao",2008,112
"Jiun-Yee Yen, Kun-Shan Chen, Chung-Pai Chang, Wolfgang-Martin Boerner",2008,112
"Michael A. Wulder, Christopher R. Butson, Joanne C. White",2008,112
"M.C. González-Sanpedro, T. Le Toan, J. Moreno, L. Kergoat, E. Rubio",2008,112
"Philippe Lagacherie, Frédéric Baret, Jean-Baptiste Feret, José Madeira Netto, Jean Marc Robbez-Masson",2008,112
"Carlos E. Del Castillo, Richard L. Miller",2008,112
"Keith T. Weber, Jérôme Théau, Kindra Serr",2008,112
"Claire Lauvernet, Frédéric Baret, Laurent Hascoët, Samuel Buis, François-Xavier Le Dimet",2008,112
"Petri Koistinen, Lasse Holmström, Erkki Tomppo",2008,112
"B. Coudert, C. Ottlé, X. Briottet",2008,112
"Chunlin Huang, Xin Li, Ling Lu, Juan Gu",2008,112
"Joshua B. Fisher, Kevin P. Tu, Dennis D. Baldocchi",2008,112
"Stephen Scheidt, Michael Ramsey, Nicholas Lancaster",2008,112
"André Morel, Bernard Gentili",2008,112
"Ruiliang Pu, Peng Gong, Ryo Michishita, Todashi Sasagawa",2008,112
"Michael A. Wulder, Joanne C. White, Samuel N. Goward, Jeffrey G. Masek, ... Curtis E. Woodcock",2008,112
"Chengquan Huang, Kuan Song, Sunghee Kim, John R.G. Townshend, ... Samuel N. Goward",2008,112
"Hugo Carrão, Paulo Gonçalves, Mário Caetano",2008,112
"Ronggao Liu, Shunlin Liang, Honglin He, Jiyuan Liu, Tao Zheng",2008,112
"Wanxiao Sun, Shunlin Liang, Gang Xu, Hongliang Fang, Robert Dickinson",2008,112
"Morton J. Canty, Allan A. Nielsen",2008,112
"F. Jack Triepke, C. Kenneth Brewer, Daniel M. Leavell, Stephen J. Novak",2008,112
"Douglas Stow, Yuki Hamada, Lloyd Coulter, Zlatina Anguelova",2008,112
"M.W. Straatsma, M.J. Baptist",2008,112
"J.L. Silván-Cárdenas, L. Wang",2008,112
"Brian D. Wardlow, Stephen L. Egbert",2008,112
"Michael Schmidt, Edward A. King, Tim R. McVicar",2008,112
"J.M. Sánchez, W.P. Kustas, V. Caselles, M.C. Anderson",2008,112
"J.-L. Widlowski, M. Robustelli, M. Disney, J.-P. Gastellu-Etchegorry, ... M.M. Verstraete",2008,112
"P. Schneider, D.A. Roberts, P.C. Kyriakidis",2008,112
"Chris Hopkinson, Laura Chasmer, R.J. Hall",2008,112
"Eike Luedeling, Andreas Buerkert",2008,112
"Junchang Ju, David P. Roy",2008,112
"Michael Durand, Noah P. Molotch, Steven A. Margulis",2008,112
Ola Ahlqvist,2008,112
"Simon Stisen, Inge Sandholt, Anette Nørgaard, Rasmus Fensholt, Karsten Høgh Jensen",2008,112
"Forrest G. Hall, Thomas Hilker, Nicholas C. Coops, Alexei Lyapustin, ... T. Andrew Black",2008,112
"Itzhak Katra, Nicholas Lancaster",2008,112
"Eunyoung Choe, Freek van der Meer, Frank van Ruitenbeek, Harald van der Werff, ... Kyoung-Woong Kim",2008,112
"Yongqin Zhang, Jing M. Chen, John R. Miller, Thomas L. Noland",2008,112
"Palanisamy Shanmugam, Yu-Hwan Ahn, Prakya Shree Ram",2008,112
"Fernando Sedano, Thomas Lavergne, Luis Maria Ibaňez, Peng Gong",2008,112
"Amir Houshang Ehsani, Friedrich Quiel",2008,112
"O. Sonnentag, J.M. Chen, D.A. Roberts, J. Talbot, ... A. Govind",2008,112
"Michael A. Wulder, Joanne C. White, Nicholas C. Coops, Christopher R. Butson",2008,112
"E. Ricciardelli, F. Romano, V. Cuomo",2008,112
"Jungho Im, John R. Jensen, Michael E. Hodgson",2008,112
"Thomas Hilker, Nicholas C. Coops, Forrest G. Hall, T. Andrew Black, ... Praveena Krishnan",2008,112
"A. Verger, F. Baret, M. Weiss",2008,112
"Y.M. Govaerts, A. Lattanzio, M. Taberner, B. Pinty",2008,112
"Fátima M. Sousa, Susana Nascimento, Hugo Casimiro, Dmitri Boutov",2008,112
"Inian Moorthy, John R. Miller, Thomas L. Noland",2008,112
"A. Lamonaca, P. Corona, A. Barbati",2008,112
"B. Rivard, J. Feng, A. Gallie, A. Sanchez-Azofeifa",2008,112
"A. Röder, Th. Udelhoven, J. Hill, G. del Barrio, G. Tsiourlis",2008,112
"T.L. Ainsworth, D.L. Schuler, J.-S. Lee",2008,112
"Xiaoyang Zhang, Shobha Kondragunta",2008,112
"Luis Guanter, Luis Gómez-Chova, Jose Moreno",2008,112
"Jeffrey G. Masek, Chengquan Huang, Robert Wolfe, Warren Cohen, ... Peder Nelson",2008,112
"Estel Cardellach, Antonio Rius",2008,112
"Randall J. Donohue, Michael L. Roderick, Tim R. McVicar",2008,112
"Charles Ichoku, Louis Giglio, Martin J. Wooster, Lorraine A. Remer",2008,112
"Carrie C. Wall, Frank E. Muller-Karger, Mitchell A. Roffer, Chuanmin Hu, ... Mark E. Luther",2008,112
"N.A. Brunsell, J.M. Ham, C.E. Owensby",2008,112
"A.S. Antonarakis, K.S. Richards, J. Brasington",2008,112
"Jonathan Cheung-Wai Chan, Desiré Paelinckx",2008,112
"Prasanjit Dash, Alexander Ignatov",2008,112
"Jean-Baptiste Feret, Christophe François, Gregory P. Asner, Anatoly A. Gitelson, ... Stéphane Jacquemoud",2008,112
"Blake A. Schaeffer, John M. Morrison, Daniel Kamykowski, Gene C. Feldman, ... Stuart Banks",2008,112
"Louis Giglio, Ivan Csiszar, Ágoston Restás, Jeffrey T. Morisette, ... Christopher O. Justice",2008,112
"G.G. Drolet, E.M. Middleton, K.F. Huemmrich, F.G. Hall, ... H.A. Margolis",2008,112
"Erik Næsset, Terje Gobakken",2008,112
"Kazuo Oki, Yoshifumi Yasuoka",2008,112
"Jinyoung Rhee, Jungho Im, Gregory J. Carbone, John R. Jensen",2008,112
"David P. Roy, Junchang Ju, Philip Lewis, Crystal Schaaf, ... Erik Lindquist",2008,112
"H.M. Deneke, A.J. Feijt, R.A. Roebeling",2008,112
"Alok K. Sahoo, Paul R. Houser, Craig Ferguson, Eric F. Wood, ... Menas Kafatos",2008,112
"T. Hirata, J. Aiken, N. Hardman-Mountford, T.J. Smyth, R.G. Barlow",2008,112
"S. Stramondo, F. Bozzano, F. Marra, U. Wegmuller, ... M. Saroli",2008,112
"Ana Silió-Calzada, Annick Bricaud, Bernard Gentili",2008,112
"Sophie Bontemps, Patrick Bogaert, Nicolas Titeux, Pierre Defourny",2008,112
"Claudia Spinetti, Véronique Carrère, M. Fabrizia Buongiorno, A. Jefferson Sutton, Tamar Elias",2008,112
"Camilo Daleles Rennó, Antonio Donato Nobre, Luz Adriana Cuartas, João Vianei Soares, ... Maarten J. Waterloo",2008,112
"Bohui Tang, Zhao-Liang Li",2008,112
"W. Xu, M.J. Wooster, C.S.B. Grimmond",2008,112
"M.E. Martin, L.C. Plourde, S.V. Ollinger, M.-L. Smith, B.E. McNeil",2008,112
"Mutlu Ozdogan, Garik Gutman",2008,112
"Linda B. Phillips, Andrew J. Hansen, Curtis H. Flather",2008,112
"Brent G.T. Else, John J. Yackel, Tim N. Papakyriakou",2008,112
"Zhonghai Jin, Thomas P. Charlock, Ping Yang, Yu Xie, Walter Miller",2008,112
"Anatoly A. Gitelson, Giorgio Dall'Olmo, Wesley Moses, Donald C. Rundquist, ... John Holz",2008,112
"Scott D. Peckham, Douglas E. Ahl, Shawn P. Serbin, Stith T. Gower",2008,112
"Camilo Ernesto Medina, Jesus Gomez-Enri, Jose J. Alonso, Pilar Villares",2008,112
"Mariano García, Emilio Chuvieco, Héctor Nieto, Inmaculado Aguado",2008,112
"Shusun Li, Carl Benson, Rudi Gens, Craig Lingle",2008,112
"Abdelaziz Kallel, Wout Verhoef, Sylvie Le Hégarat-Mascle, Catherine Ottlé, Laurence Hubert-Moy",2008,112
"A. Langlois, R. Scharien, T. Geldsetzer, J. Iacozza, ... J. Yackel",2008,112
"Dengsheng Lu, Hanqin Tian, Guomo Zhou, Hongli Ge",2008,112
"Nicholas R. Goodwin, Nicholas C. Coops, Michael A. Wulder, Steve Gillanders, ... Trisalyn Nelson",2008,112
"D.P. Roy, L. Boschetti, C.O. Justice, J. Ju",2008,112
"Peter Potapov, Matthew C. Hansen, Stephen V. Stehman, Thomas R. Loveland, Kyle Pittman",2008,112
"Mónica García, Cecilio Oyonarte, Luis Villagarcía, Sergio Contreras, ... Juan Puigdefábregas",2008,112
"Paolo Di Girolamo, Andreas Behrendt, Christoph Kiemle, Volker Wulfmeyer, ... Gerhard Ehret",2008,112
"Yi Luo, Alexander P. Trishchenko, Konstantin V. Khlopenkov",2008,112
"Catherine A. Brown, Yannick Huot, P. Jeremy Werdell, Bernard Gentili, Hervé Claustre",2008,112
"D.C. Slobbe, R.C. Lindenbergh, P. Ditmar",2008,112
"Robert Bindschadler, Patricia Vornberger, Andrew Fleming, Adrian Fox, ... David Gorodetzky",2008,112
"M.C. Anderson, J.M. Norman, W.P. Kustas, R. Houborg, ... N. Agam",2008,112
"Claire Pottier, Antonio Turiel, Véronique Garçon",2008,112
"Yuan Zeng, Michael E. Schaepman, Bingfang Wu, Jan G.P.W. Clevers, Arnold K. Bregt",2008,112
"Seth H. Peterson, Dar A. Roberts, Philip E. Dennison",2008,112
"Jiancheng Shi, T. Jackson, J. Tao, J. Du, ... K.S. Chen",2008,112
"Margaret E. Andrew, Susan L. Ustin",2008,112
"Sangram Ganguly, Arindam Samanta, Mitchell A. Schull, Nikolay V. Shabanov, ... Ranga B. Myneni",2008,112
"Sangram Ganguly, Mitchell A. Schull, Arindam Samanta, Nikolay V. Shabanov, ... Ranga B. Myneni",2008,112
"L. Chasmer, C. Hopkinson, P. Treitz, H. McCaughey, ... A. Black",2008,112
"Matthias M. Boer, Craig Macfarlane, Jaymie Norris, Rohan J. Sadler, ... Pauline F. Grierson",2008,112
"Nicolas Baghdadi, Mehrez Zribi, Cécile Loumagne, Patrick Ansart, Thais Paris Anguela",2008,112
"Linda B. Phillips, Andrew J. Hansen, Curtis H. Flather",2008,112
"Linda B. Phillips, Andrew J. Hansen, Curtis H. Flather",2008,112
"Dorothy K. Hall, Jason E. Box, Kimberly A. Casey, Simon J. Hook, ... Konrad Steffen",2008,112
"Tiangang Liang, Xuetong Zhang, Hongjie Xie, Caixia Wu, ... Quangong Chen",2008,112
"S. Delalieux, B. Somers, S. Hereijgers, W.W. Verstraeten, ... P. Coppin",2008,112
"Ted C. Eckmann, Dar A. Roberts, Christopher J. Still",2008,112
"Matthew C. Hansen, Yosio E. Shimabukuro, Peter Potapov, Kyle Pittman",2008,112
"Libo Wang, Chris Derksen, Ross Brown",2008,112
"Dirk Scherler, Sébastien Leprince, Manfred R. Strecker",2008,112
"Van R. Kane, Alan R. Gillespie, Robert McGaughey, James A. Lutz, ... Jerry F. Franklin",2008,112
"Zhangyan Jiang, Alfredo R. Huete, Kamel Didan, Tomoaki Miura",2008,112
"Guerric le Maire, Christophe François, Kamel Soudani, Daniel Berveiller, ... Eric Dufrêne",2008,112
"Julie C. Naumann, John E. Anderson, Donald R. Young",2008,112
"Jonathan Boudreau, Ross F. Nelson, Hank A. Margolis, André Beaudoin, ... Daniel S. Kimes",2008,112
Ilkka Sakari Korpela,2008,112
"Megan W. Lang, Philip A. Townsend, Eric S. Kasischke",2008,112
"Kelly L. Lucas, Gregory A. Carter",2008,112
"Sergio M. Vicente-Serrano, Fernando Pérez-Cabello, Teodoro Lasanta",2008,112
"Olivier Merlin, Jeffrey P. Walker, Abdelghani Chehbouni, Yann Kerr",2008,112
"Jennifer L.R. Jensen, Karen S. Humes, Lee A. Vierling, Andrew T. Hudak",2008,112
"Gregory P. Asner, Roberta E. Martin",2008,112
"Peter T. Wolter, Philip A. Townsend, Brian R. Sturtevant, Clayton C. Kingdon",2008,112
"K.M. de Beurs, P.A. Townsend",2008,112
"E. Ricciardelli, F. Romano, V. Cuomo",2008,112
"Ningchuan Xiao, Tao Shi, Catherine A. Calder, Darla K. Munroe, ... Dingmou Li",2009,113
"B. Pinty, T. Lavergne, J.-L. Widlowski, N. Gobron, M.M. Verstraete",2009,113
"Yu Cui, Yasushi Mitomi, Tamio Takamura",2009,113
"W.W. Immerzeel, P. Droogers, S.M. de Jong, M.F.P. Bierkens",2009,113
"Young Baek Son, Wilford D. Gardner, Alexey V. Mishonov, Mary Jo Richardson",2009,113
"Philip A. Townsend, David P. Helmers, Clayton C. Kingdon, Brenden E. McNeil, ... Keith N. Eshleman",2009,113
"Erik T. Crosman, John D. Horel",2009,113
"L. Chasmer, A. Barr, C. Hopkinson, H. McCaughey, ... A. Shashkov",2009,113
"J.A. Greenberg, S.Z. Dobrowski, V.C. Vanderbilt",2009,113
"N. Clerbaux, J.E. Russell, S. Dewitte, C. Bertrand, ... H.E. Brindley",2009,113
"Chris Funk, Michael E. Budde",2009,113
"Angela De Santis, Emilio Chuvieco, Patrick J. Vaughan",2009,113
"Ana Prieto-Blanco, Peter R.J. North, Michael J. Barnsley, Nigel Fox",2009,113
Erik Næsset,2009,113
"Pascal Sirguey, Renaud Mathieu, Yves Arnaud",2009,113
"Kaiguang Zhao, Sorin Popescu, Ross Nelson",2009,113
"G. Vilardo, G. Ventura, C. Terranova, F. Matano, S. Nardò",2009,113
"Yunzhao Wu, Peng Gong, Qiang Liu, Adrian Chappell",2009,113
"Guy Serbin, Craig S.T. Daughtry, E. Raymond Hunt, James B. Reeves, David J. Brown",2009,113
Alexander Brenning,2009,113
"Jennifer N. Hird, Gregory J. McDermid",2009,113
"Rasmus Houborg, Martha Anderson, Craig Daughtry",2009,113
"Chris Hopkinson, Laura Chasmer",2009,113
"Andrew T. Hudak, Nicholas L. Crookston, Jeffrey S. Evans, David E. Hall, Michael J. Falkowski",2009,113
"Clara S. Draper, Jeffrey P. Walker, Peter J. Steinle, Richard A.M. de Jeu, Thomas R.H. Holmes",2009,113
"A.M. Baldridge, S.J. Hook, C.I. Grove, G. Rivera",2009,113
"Aline Bsaibes, Dominique Courault, Frédéric Baret, Marie Weiss, ... Farzaneh Kzemipour",2009,113
"L. Suárez, P.J. Zarco-Tejada, J.A.J. Berni, V. González-Dugo, E. Fereres",2009,113
"Wenhui Wang, Shunlin Liang",2009,113
"Vittorio E. Brando, Janet M. Anstee, Magnus Wettle, Arnold G. Dekker, ... Chris Roelfsema",2009,113
"W. Nijland, E.A. Addink, S.M. De Jong, F.D. Van der Meer",2009,113
"Alexandre Alakian, Rodolphe Marion, Xavier Briottet",2009,113
"N.M. Komick, M.P.F. Costa, J. Gower",2009,113
"Miina Rautiainen, Tiit Nilson, Tõnu Lükk",2009,113
"Stephen E.L. Howell, Laura C. Brown, Kyung-Kuk Kang, Claude R. Duguay",2009,113
"Martin Hais, Magda Jonášová, Jakub Langhammer, Tomáš Kučera",2009,113
"Lênio Soares Galvão, Dar A. Roberts, Antônio Roberto Formaggio, Izaya Numata, Fábio Marcelo Breunig",2009,113
"Jagdish Krishnaswamy, Kamaljit S. Bawa, K.N. Ganeshaiah, M.C. Kiran",2009,113
"Thomas H. Painter, Karl Rittger, Ceretha McKenzie, Peter Slaughter, ... Jeff Dozier",2009,113
"Qingyuan Zhang, Elizabeth M. Middleton, Hank A. Margolis, Guillaume G. Drolet, ... T. Andrew Black",2009,113
"Federica Baffetta, Lorenzo Fattorini, Sara Franceschi, Piermaria Corona",2009,113
"Steen Magnussen, Ronald E. McRoberts, Erkki O. Tomppo",2009,113
Ronald E. McRoberts,2009,113
"Erkki O. Tomppo, Caterina Gagliano, Flora De Natale, Matti Katila, Ronald E. McRoberts",2009,113
"Hans Fuchs, Paul Magdon, Christoph Kleinn, Heiner Flessa",2009,113
Ronald E. McRoberts,2009,113
"Andreas Barth, Jörgen Wallerman, Göran Ståhl",2009,113
"Angela De Santis, Emilio Chuvieco",2009,113
"Laurence N. Connor, Seymour W. Laxon, Andrew L. Ridout, William B. Krabill, David C. McAdoo",2009,113
"Christopher P. Kuchinke, Howard R. Gordon, Bryan A. Franz",2009,113
"A. Minchella, F. Del Frate, F. Capogna, S. Anselmi, F. Manes",2009,113
"M.C. Tomlinson, T.T. Wynne, R.P. Stumpf",2009,113
